index,YearStart,YearEnd,LocationAbbr,DataSource,DataValueUnit,DataValueType,DataValue
2062,2013,2017,KS,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.3
3625,2013,2017,NV,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.8
5346,2013,2017,SD,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.6
1960,2013,2017,IA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.7
1891,2013,2017,IN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,73.6
1684,2013,2017,IL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.1
602,2013,2017,CA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,41.6
5186,2013,2017,SC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.6
1537,2013,2017,ID,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.1
370,2013,2017,AZ,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.3
3527,2013,2017,NE,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.4
4562,2013,2017,OH,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.5
3307,2013,2017,MO,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,72.5
170,2013,2017,AK,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.1
6048,2013,2017,VA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.7
3131,2013,2017,MS,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,75.3
4196,2013,2017,NY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.9
5769,2013,2017,UT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1
1140,2013,2017,DC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.0
3054,2013,2017,MN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.9
6460,2013,2017,WI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.8
6564,2013,2017,WY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,42.4
4313,2013,2017,NC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.3
2924,2013,2017,MI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.0
1230,2013,2017,FL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.8
2237,2013,2017,KY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,91.4
5661,2013,2017,US,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.9
73,2013,2017,AL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.1
2724,2013,2017,MA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.5
2627,2013,2017,MD,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.8
3386,2013,2017,MT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.2
4443,2013,2017,ND,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.1
3957,2013,2017,NJ,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.6
1280,2013,2017,GA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.2
1052,2014,2018,DC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,45.1
6105,2014,2018,VA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.2
1677,2014,2018,IL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.3
5780,2014,2018,UT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1
5470,2014,2018,TN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,74.4
1165,2014,2018,FL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.6
1591,2014,2018,ID,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.5
5364,2014,2018,SD,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.8
5622,2014,2018,TX,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.9
630,2014,2018,CA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,40.3
1507,2014,2018,HI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,44.1
1400,2014,2018,GA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.6
5659,2014,2018,US,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.7
643,2014,2018,CO,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,40.5
899,2014,2018,DE,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.0
5177,2014,2018,SC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.2
3696,2014,2018,NV,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.0
2720,2014,2018,MA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.1
2854,2014,2018,MI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.0
6425,2014,2018,WI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.2
4245,2014,2018,NC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.7
4217,2014,2018,NY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.2
3057,2014,2018,MN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.3
3072,2014,2018,MS,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,74.3
4508,2014,2018,OH,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,67.9
3240,2014,2018,MO,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,71.2
109,2014,2018,AL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.8
3995,2014,2018,NM,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,37.6
3419,2014,2018,MT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.5
3844,2014,2018,NJ,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.6
6581,2014,2018,WY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,42.0
3776,2014,2018,NH,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.9
3575,2014,2018,NE,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.0
169,2014,2018,AK,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.2
2611,2014,2018,MD,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.2
4440,2014,2018,ND,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.4
895,2014,2018,CT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.0
1843,2014,2018,IN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,71.6
1921,2014,2018,IA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.2
6248,2014,2018,WA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.4
5014,2014,2018,RI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,70.0
497,2014,2018,AR,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,76.6
4972,2014,2018,PA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.8
2137,2014,2018,KS,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.7
2235,2014,2018,KY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,89.1
363,2014,2018,AZ,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,45.6
2331,2014,2018,LA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.7
5982,2014,2018,VT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.9
4745,2014,2018,OR,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.4
4726,2014,2018,OK,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,67.0
6366,2014,2018,WV,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,79.4
2438,2014,2018,ME,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,71.6
695,2015,2019,CO,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,39.5
462,2015,2019,AR,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,75.4
6071,2015,2019,VA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.6
230,2015,2019,AK,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.9
262,2015,2019,AZ,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.6
6205,2015,2019,WA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.5
52,2015,2019,AL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.5
573,2015,2019,CA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,39.1
6363,2015,2019,WV,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,77.9
6401,2015,2019,WI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.6
3688,2015,2019,NV,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.9
5929,2015,2019,VT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.5
4688,2015,2019,OK,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.7
2552,2015,2019,ME,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,70.4
4603,2015,2019,OH,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.7
2617,2015,2019,MD,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.9
4449,2015,2019,ND,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.9
2782,2015,2019,MA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.0
2897,2015,2019,MI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.6
4348,2015,2019,NC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.0
3033,2015,2019,MN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.5
4107,2015,2019,NY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.6
3132,2015,2019,MS,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,72.8
3284,2015,2019,MO,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.7
4021,2015,2019,NM,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,35.7
3358,2015,2019,MT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.9
3888,2015,2019,NJ,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.2
3537,2015,2019,NE,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.7
3800,2015,2019,NH,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.4
2362,2015,2019,LA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.2
873,2015,2019,CT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.9
4857,2015,2019,OR,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.3
2210,2015,2019,KY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,87.0
981,2015,2019,DE,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.7
5833,2015,2019,UT,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1
1074,2015,2019,DC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.8
5726,2015,2019,US,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.3
1240,2015,2019,FL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.1
5574,2015,2019,TX,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.3
1300,2015,2019,GA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.8
1502,2015,2019,HI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.3
5414,2015,2019,TN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,72.9
1590,2015,2019,ID,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.0
5267,2015,2019,SD,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.2
1774,2015,2019,IL,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.3
1794,2015,2019,IN,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.2
5136,2015,2019,SC,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.2
1989,2015,2019,IA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.3
5005,2015,2019,RI,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.0
2122,2015,2019,KS,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.6
4874,2015,2019,PA,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.6
6617,2015,2019,WY,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,41.8
