"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","Response","DataValueUnit","DataValueType","DataValue","DataValueAlt","DataValueFootnoteSymbol","DatavalueFootnote","LowConfidenceLimit","HighConfidenceLimit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","GeoLocation","ResponseID","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2","StratificationCategoryID3","StratificationID3"
2019,2019,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","25.8","25.8",NULL,NULL,"18.5","34.6","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2018,2018,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","28.3","28.3",NULL,NULL,"23.6","33.6","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2015,2015,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2011,2011,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","34.5","34.5",NULL,NULL,"30.5","38.8","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2021,2021,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","10.4","10.4",NULL,NULL,"9.4","11.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","34.3","34.3",NULL,NULL,"30.3","38.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","22.4","22.4",NULL,NULL,"19.2","26","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","15.2","15.2",NULL,NULL,"11.5","20","Gender","Female",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","33","33",NULL,NULL,"29.2","37.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","11.0","11",NULL,NULL,"7.4","16.1","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","WHT",NULL,NULL,NULL,NULL
2019,2019,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","22.1","22.1",NULL,NULL,"15.7","30.2","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","WHT",NULL,NULL,NULL,NULL
2017,2017,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","21.8","21.8",NULL,NULL,"17.9","26.3","Gender","Female",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2011,2011,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","28.3","28.3",NULL,NULL,"25.3","31.5","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2018,2018,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","10.7","10.7",NULL,NULL,"6.4","17.3","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","WHT",NULL,NULL,NULL,NULL
2011,2011,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","29.7","29.7",NULL,NULL,"26.5","33.1","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","OTH",NULL,NULL,NULL,NULL
2018,2018,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","13.4","13.4",NULL,NULL,"12.3","14.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","23.1","23.1",NULL,NULL,"14.7","34.4","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2021,2021,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","15.6","15.6",NULL,NULL,"11.8","20.3","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2015,2015,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","WHT",NULL,NULL,NULL,NULL
2012,2012,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","31.0","31",NULL,NULL,"26.9","35.4","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2021,2021,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","14.0","14",NULL,NULL,"11.4","17.1","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","MRC",NULL,NULL,NULL,NULL
2021,2021,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","10.1","10.1",NULL,NULL,"9.2","11.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","15.9","15.9",NULL,NULL,"8.8","26.8","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","WHT",NULL,NULL,NULL,NULL
2012,2012,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","31.6","31.6",NULL,NULL,"22.4","42.6","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","20.0","20",NULL,NULL,"17.1","23.3","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","24.3","24.3",NULL,NULL,"17.2","33.3","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2015,2015,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","37.0","37",NULL,NULL,"27.1","48.2","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2018,2018,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","20.6","20.6",NULL,NULL,"12.3","32.5","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","28.3","28.3",NULL,NULL,"25.4","31.5","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2013,2013,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","22","22",NULL,NULL,"18.9","25.4","Gender","Female",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","28.4","28.4",NULL,NULL,"19.6","39.1","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2018,2018,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","22.8","22.8",NULL,NULL,"19.3","26.8","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2019,2019,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","25.2","25.2",NULL,NULL,"15.2","38.8","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","HIS",NULL,NULL,NULL,NULL
2017,2017,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","31.5","31.5",NULL,NULL,"23.5","40.9","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","MRC",NULL,NULL,NULL,NULL
2021,2021,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","8.6","8.6",NULL,NULL,"6.6","11.2","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","WHT",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","29.4","29.4",NULL,NULL,"26.3","32.8","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","OTH",NULL,NULL,NULL,NULL
2011,2011,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","35.8","35.8",NULL,NULL,"31.6","40.1","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2011,2011,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","17.1","17.1",NULL,NULL,"15.7","18.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","24.8","24.8",NULL,NULL,"19.9","30.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2013,2013,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","39.6","39.6",NULL,NULL,"28.4","52.1","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2015,2015,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","39.0","39",NULL,NULL,"28.1","51.1","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2013,2013,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","24.8","24.8",NULL,NULL,"21.7","28.1","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2016,2016,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","31.8","31.8",NULL,NULL,"26.9","37.2","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2011,2011,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","29.3","29.3",NULL,NULL,"26.7","32","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","WHT",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","19.0","19",NULL,NULL,"15.5","23","Race/Ethnicity","Other, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","OTH",NULL,NULL,NULL,NULL
2013,2013,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","25.9","25.9",NULL,NULL,"23.3","28.7","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2021,2021,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","11.8","11.8",NULL,NULL,"10.3","13.5","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2013,2013,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2012,2012,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","33.7","33.7",NULL,NULL,"22.4","47.2","Race/Ethnicity","Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","HIS",NULL,NULL,NULL,NULL
2017,2017,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","22.5","22.5",NULL,NULL,"18.5","27.1","Gender","Female",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2018,2018,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","27.9","27.9",NULL,NULL,"17.9","40.6","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","RACE","MRC",NULL,NULL,NULL,NULL
2014,2014,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","28.1","28.1",NULL,NULL,"25.6","30.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","38.7","38.7",NULL,NULL,"30.1","48.1","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","RACE","MRC",NULL,NULL,NULL,NULL
2019,2019,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","27.2","27.2",NULL,NULL,"22.9","32","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2018,2018,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","21.9","21.9",NULL,NULL,"18.9","25.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","25.1","25.1",NULL,NULL,"21.8","28.6","Gender","Female",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2020,2020,"GU","Guam","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","24.7","24.7",NULL,NULL,"20.3","29.6","Gender","Male",NULL,NULL,NULL,NULL,"POINT (144.793731 13.444304)",NULL,"66","TOB","TOB1_2","CRDPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2013,2013,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2011,2011,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2019,2019,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","15.6","15.6",NULL,NULL,"14","17.3","Gender","Male",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","GENDER","GENM",NULL,NULL,NULL,NULL
2019,2019,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","CRDPREV","RACE","BLK",NULL,NULL,NULL,NULL
2018,2018,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","12.7","12.7",NULL,NULL,"7.1","21.5","Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2013,2013,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","12.6","12.6",NULL,NULL,"10.3","15.3","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","WHT",NULL,NULL,NULL,NULL
2020,2020,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","11.6","11.6",NULL,NULL,"10.6","12.7","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2021,2021,"IA","Iowa","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence","15.5","15.5",NULL,NULL,"14.5","16.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-93.81649055599968 42.46940091300047)",NULL,"19","TOB","TOB1_2","AGEADJPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"ID","Idaho","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","16.6","16.6",NULL,NULL,"14.3","19.1","Gender","Female",NULL,NULL,NULL,NULL,"POINT (-114.3637300419997 43.682630005000476)",NULL,"16","TOB","TOB1_2","CRDPREV","GENDER","GENF",NULL,NULL,NULL,NULL
2017,2017,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Age-adjusted Prevalence",NULL,NULL,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",NULL,NULL,"Race/Ethnicity","Black, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","AGEADJPREV","RACE","BLK",NULL,NULL,NULL,NULL
2014,2014,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","22.3","22.3",NULL,NULL,"19.6","25.2","Race/Ethnicity","Multiracial, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","CRDPREV","RACE","MRC",NULL,NULL,NULL,NULL
2017,2017,"HI","Hawaii","BRFSS","Tobacco","Current smoking among adults aged >= 18 years",NULL,"%","Crude Prevalence","12.0","12",NULL,NULL,"10","14.5","Race/Ethnicity","White, non-Hispanic",NULL,NULL,NULL,NULL,"POINT (-157.85774940299973 21.304850435000446)",NULL,"15","TOB","TOB1_2","CRDPREV","RACE","WHT",NULL,NULL,NULL,NULL
