"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","Response","DataValueUnit","DataValueType","DataValue","DataValueAlt","DataValueFootnoteSymbol","DatavalueFootnote","LowConfidenceLimit","HighConfidenceLimit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","GeoLocation","ResponseID","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2","StratificationCategoryID3","StratificationID3"
2012,2012,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.1","40.1",NULL,NULL,"37.7","42.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.7","39.7",NULL,NULL,"37","42.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.1","41.1",NULL,NULL,"38.7","43.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.6","39.6",NULL,NULL,"37.2","42","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.6","39.6",NULL,NULL,"36.6","42.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","38.7","38.7",NULL,NULL,"36.3","41.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","37.4","37.4",NULL,NULL,"34.6","40.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"AK","Alaska","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.8","33.8",NULL,NULL,"31","36.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-147.72205903599973 64.84507995700051)",NULL,"02","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2010,2010,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","44.1","44.1",NULL,NULL,"43.1","45.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.5","42.5",NULL,NULL,"41.6","43.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.7","42.7",NULL,NULL,"41.8","43.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.4","41.4",NULL,NULL,"40.5","42.3","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.8","41.8",NULL,NULL,"41","42.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.4","41.4",NULL,NULL,"40.6","42.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.7","40.7",NULL,NULL,"39.8","41.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.1","41.1",NULL,NULL,"40.2","42","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","39.0","39",NULL,NULL,"38.1","39.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"AL","Alabama","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","38.3","38.3",NULL,NULL,"37.5","39.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-86.63186076199969 32.84057112200048)",NULL,"01","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2010,2010,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.7","42.7",NULL,NULL,"41.5","43.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","43.1","43.1",NULL,NULL,"42","44.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.4","41.4",NULL,NULL,"40.4","42.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.4","42.4",NULL,NULL,"41.3","43.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.6","42.6",NULL,NULL,"41.5","43.7","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.3","42.3",NULL,NULL,"41.2","43.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","40.4","40.4",NULL,NULL,"39.3","41.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","42.0","42",NULL,NULL,"41","43","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.9","41.9",NULL,NULL,"40.7","43.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"AR","Arkansas","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","41.2","41.2",NULL,NULL,"40","42.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-92.27449074299966 34.74865012400045)",NULL,"05","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2010,2010,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","32.8","32.8",NULL,NULL,"32.1","33.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.1","33.1",NULL,NULL,"32.2","34","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.8","33.8",NULL,NULL,"33.1","34.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.6","34.6",NULL,NULL,"33.8","35.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","35.0","35",NULL,NULL,"34.2","35.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.9","34.9",NULL,NULL,"34.2","35.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.3","34.3",NULL,NULL,"33.6","35","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.2","34.2",NULL,NULL,"33.5","34.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.6","33.6",NULL,NULL,"33.1","34.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"AZ","Arizona","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.0","33",NULL,NULL,"32.3","33.7","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-111.76381127699972 34.865970280000454)",NULL,"04","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2010,2010,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","36.8","36.8",NULL,NULL,"36.4","37.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","36.8","36.8",NULL,NULL,"36.4","37.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","36.6","36.6",NULL,NULL,"36.3","36.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","36.9","36.9",NULL,NULL,"36.5","37.3","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","35.7","35.7",NULL,NULL,"35.4","36","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","35.3","35.3",NULL,NULL,"35","35.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","35.6","35.6",NULL,NULL,"35.2","36","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.7","34.7",NULL,NULL,"34.4","35","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.5","33.5",NULL,NULL,"33.2","33.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"CA","California","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.5","33.5",NULL,NULL,"33.2","33.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-120.99999953799971 37.63864012300047)",NULL,"06","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2010,2010,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.5","34.5",NULL,NULL,"33.6","35.4","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.9","33.9",NULL,NULL,"33.1","34.7","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","32.4","32.4",NULL,NULL,"31.6","33.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.3","34.3",NULL,NULL,"33.4","35.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.1","33.1",NULL,NULL,"32.3","33.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","32.7","32.7",NULL,NULL,"31.9","33.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.3","31.3",NULL,NULL,"30.5","32.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","32.3","32.3",NULL,NULL,"31.5","33.1","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.1","31.1",NULL,NULL,"30.3","31.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"CO","Colorado","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","30.1","30.1",NULL,NULL,"29.4","30.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-106.13361092099967 38.843840757000464)",NULL,"08","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2010,2010,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","32.9","32.9",NULL,NULL,"31.9","33.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.0","33",NULL,NULL,"32","34","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.7","31.7",NULL,NULL,"30.9","32.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","32.1","32.1",NULL,NULL,"31.3","32.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.9","31.9",NULL,NULL,"31","32.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.0","31",NULL,NULL,"30.1","31.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2016,2016,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","31.7","31.7",NULL,NULL,"30.9","32.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2017,2017,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","29.6","29.6",NULL,NULL,"28.7","30.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2018,2018,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","29.4","29.4",NULL,NULL,"28.5","30.3","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2019,2019,"CT","Connecticut","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","29.8","29.8",NULL,NULL,"28.8","30.8","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-72.64984095199964 41.56266102000046)",NULL,"09","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2010,2010,"DC","District of Columbia","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.0","34",NULL,NULL,"31.4","36.6","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-77.036871 38.907192)",NULL,"11","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2011,2011,"DC","District of Columbia","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","36.8","36.8",NULL,NULL,"33.7","39.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-77.036871 38.907192)",NULL,"11","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2012,2012,"DC","District of Columbia","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.6","33.6",NULL,NULL,"30.7","36.5","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-77.036871 38.907192)",NULL,"11","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2013,2013,"DC","District of Columbia","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","33.4","33.4",NULL,NULL,"31.1","35.7","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-77.036871 38.907192)",NULL,"11","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2014,2014,"DC","District of Columbia","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","36.6","36.6",NULL,NULL,"34","39.2","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-77.036871 38.907192)",NULL,"11","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
2015,2015,"DC","District of Columbia","ACS 1-Year Estimates","Disability","Disability among adults aged >= 65 years",NULL,"%","Crude Prevalence","34.6","34.6",NULL,NULL,"32.3","36.9","Overall","Overall",NULL,NULL,NULL,NULL,"POINT (-77.036871 38.907192)",NULL,"11","DIS","DIS1_0","CRDPREV","OVERALL","OVR",NULL,NULL,NULL,NULL
